,POSITION,HEIGHT,WEIGHT,PLAYER,AGE,Injury Status,INJURY COUNT,GAMES MISSED,INJURY TYPE,TEAM
915,C,"6'2""",218,Marleau Patrick,39,Not Injured,,,,
916,RW,"6'0""",175,Marner Mitchell,22,Not Injured,,,,
917,C,"6'0""",190,Marody Cooper,22,Not Injured,,,,
918,LW,"6'3""",225,Maroon Patrick,31,Injured,1.0,4.0,Upper body,St. Louis
919,LW,"5'8""",162,Martel Danick,24,Not Injured,,,,
920,D,"6'7""",220,Martenet Chris,22,Not Injured,,,,
921,LW,"6'3""",220,Martin Matt,30,Injured,2.0,4.0,Upper body,NY Islanders
922,LW,"6'3""",220,Martin Matt,30,Injured,2.0,10.0,Upper body,NY Islanders
923,D,"6'1""",200,Martin Paul,38,Not Injured,,,,
924,D,"6'1""",209,Martinez Alec,31,Injured,2.0,8.0,Upper body,Los Angeles
925,D,"6'1""",209,Martinez Alec,31,Injured,2.0,14.0,Upper body,Los Angeles
926,LW,"6'0""",196,Martinook Jordan,26,Not Injured,,,,
927,C,"6'3""",229,Martinsen Andreas,29,Injured,1.0,3.0,Back,Chicago
928,LW,"5'9""",197,Mascherin Adam,21,Not Injured,,,,
929,D,"6'2""",189,Masin Dominik,23,Not Injured,,,,
930,G,"6'4""",210,Mason Steve,31,Not Injured,,,,
931,D,"6'2""",193,Matheson Michael,25,Not Injured,,,,
932,RW,"6'2""",220,Matteau Stefan,25,Not Injured,,,,
933,C,"6'3""",223,Matthews Auston,21,Injured,1.0,14.0,Shoulder,Toronto
934,LW,"6'4""",231,Matthias Shawn,31,Not Injured,,,,
935,D,"6'5""",223,Mayfield Scott,26,Not Injured,,,,
936,G,"6'4""",187,Mazanec Marek,27,Not Injured,,,,
937,G,"6'3""",195,McAdam Eamon,24,Not Injured,,,,
938,D,"6'0""",208,McAvoy Charlie,21,Injured,2.0,20.0,Concussion,Boston
939,D,"6'0""",208,McAvoy Charlie,21,Injured,2.0,7.0,Lower body,Boston
940,D,"6'1""",210,McCabe Jake,25,Injured,3.0,1.0,Upper body,Buffalo
941,D,"6'1""",210,McCabe Jake,25,Injured,3.0,9.0,Upper body,Buffalo
942,D,"6'1""",210,McCabe Jake,25,Injured,3.0,13.0,Upper body,Buffalo
943,C,"6'1""",185,McCann Jared,23,Injured,1.0,1.0,Upper body,Florida
944,G,"6'2""",220,McCollum Thomas,29,Not Injured,,,,
945,C,"5'11""",185,McCormick Max,27,Injured,1.0,7.0,Lower body,Ottawa
946,D,"6'3""",217,McCoshen Ian,23,Not Injured,,,,
947,C,"6'1""",193,McDavid Connor,22,Not Injured,,,,
948,D,"6'1""",215,McDonagh Ryan,30,Not Injured,,,,
949,G,"6'2""",203,McElhinney Curtis,36,Injured,2.0,4.0,Knee,Carolina
950,G,"6'2""",203,McElhinney Curtis,36,Injured,2.0,5.0,Lower body,Carolina
951,D,"6'2""",203,McEneny Evan,25,Not Injured,,,,
952,LW,"6'0""",187,McGinn Brock,25,Not Injured,,,,
953,LW,"6'1""",205,McGinn Jamie,30,Injured,1.0,48.0,Back,Florida
954,LW,"6'1""",178,McGregor Ryan,20,Not Injured,,,,
955,D,"6'5""",236,McIlrath Dylan,27,Not Injured,,,,
956,G,"6'2""",206,McIntyre Zane,26,Not Injured,,,,
957,D,"6'1""",194,McIsaac Jared,19,Not Injured,,,,
958,C,"6'0""",194,McKegg Greg,27,Not Injured,,,,
959,G,"6'2""",183,McKenna Mike,36,Not Injured,,,,
960,LW,"6'2""",205,McKenzie Curtis,28,Not Injured,,,,
961,LW,"6'2""",204,McLeod Cody,35,Injured,1.0,14.0,Hand,NY Rangers
962,C,"6'1""",183,McLeod Michael,21,Not Injured,,,,
963,D,"6'4""",212,McNabb Brayden,28,Not Injured,,,,
964,G,"6'1""",212,McNiven Michael,21,Not Injured,,,,
965,D,"6'4""",210,McQuaid Adam,32,Injured,2.0,5.0,Upper body,Columbus
966,D,"6'4""",210,McQuaid Adam,32,Injured,2.0,21.0,Lower body,NY Rangers
967,LW,"6'1""",194,Megan Wade,28,Not Injured,,,,
968,D,"6'6""",225,Megna Jaycob,26,Not Injured,,,,
969,C,"6'1""",194,Megna Jayson,29,Not Injured,,,,
970,RW,"6'0""",210,Meier Timo,22,Injured,2.0,3.0,Upper body,San Jose
971,RW,"6'0""",210,Meier Timo,22,Injured,2.0,1.0,Wrist,San Jose
972,RW,"5'10""",194,Merkley Nicholas,22,Not Injured,,,,
973,D,"6'0""",194,Mermis Dakota,25,Not Injured,,,,
974,D,"6'3""",205,Merrill Jon,27,Not Injured,,,,
975,LW,"6'2""",218,Mersch Michael,26,Not Injured,,,,
976,G,"6'3""",192,Merzlikins Elvis,25,Not Injured,,,,
977,D,"5'9""",183,Mete Victor,21,Injured,1.0,2.0,Hand,Montreal
978,D,"6'4""",230,Methot Marc,34,Injured,3.0,2.0,Lower body,Dallas
979,D,"6'4""",230,Methot Marc,34,Injured,3.0,70.0,Lower body,Dallas
980,D,"6'4""",230,Methot Marc,34,Injured,3.0,1.0,Soreness,Dallas
981,D,"6'3""",210,Middleton Jacob,23,Not Injured,,,,
982,D,"6'4""",185,Mikkola Niko,23,Not Injured,,,,
983,LW,"6'0""",195,Milano Sonny,23,Not Injured,,,,
984,LW,"6'0""",197,Miletic Sam,22,Not Injured,,,,
985,D,"6'1""",196,Miller Colin,26,Injured,1.0,13.0,Upper body,Vegas
986,C,"6'1""",218,Miller J.T.,26,Injured,1.0,6.0,Upper body,Tampa Bay
987,D,"6'2""",210,Miller Kevan,31,Injured,4.0,13.0,Hand,Boston
988,D,"6'2""",210,Miller Kevan,31,Injured,4.0,13.0,Larynx,Boston
989,D,"6'2""",210,Miller Kevan,31,Injured,4.0,1.0,Lower body,Boston
990,D,"6'2""",210,Miller Kevan,31,Injured,4.0,16.0,Upper body,Boston
991,G,"6'2""",168,Miller Ryan,38,Injured,2.0,24.0,Knee,Anaheim
992,G,"6'2""",168,Miller Ryan,38,Injured,2.0,1.0,Lower body,Anaheim
993,G,"6'1""",183,Milner Parker,28,Not Injured,,,,
994,G,"6'1""",174,Miska Hunter,23,Not Injured,,,,
995,C,"5'11""",186,Mitchell Torrey,34,Not Injured,,,,
996,RW,"6'1""",196,Mitchell Zack,26,Not Injured,,,,
997,C,"6'0""",209,Mittelstadt Casey,20,Injured,1.0,2.0,Lower body,Buffalo
998,D,"6'4""",225,Moldenhauer Scott,25,Not Injured,,,,
999,C,"5'11""",171,Molino Griffen,25,Not Injured,,,,
1000,C,"6'2""",200,Monahan Sean,24,Not Injured,,,,
1001,G,"6'3""",195,Montembeault Samuel,22,Not Injured,,,,
1002,D,"6'0""",192,Montour Brandon,25,Not Injured,,,,
1003,G,"6'2""",201,Montoya Al,34,Not Injured,,,,
1004,C,"6'0""",192,Moore Dominic,38,Not Injured,,,,
1005,D,"6'2""",210,Moore John,28,Injured,2.0,3.0,Lower body,Boston
1006,D,"6'2""",210,Moore John,28,Injured,2.0,6.0,Upper body,Boston
1007,RW,"5'8""",168,Moore Ryan,22,Not Injured,,,,
1008,C,"5'10""",175,Moore Trevor,24,Not Injured,,,,
1009,C,"5'10""",179,Morand Antoine,20,Not Injured,,,,
1010,D,"6'4""",212,Moravcik Michal,24,Not Injured,,,,
1011,D,"6'6""",202,Morin Samuel,23,Not Injured,,,,
1012,G,"6'3""",170,Morrison Adam,28,Not Injured,,,,
1013,D,"6'0""",195,Morrissey Josh,24,Injured,3.0,1.0,Lower body,Winnipeg/Atlanta
1014,D,"6'0""",195,Morrissey Josh,24,Injured,3.0,2.0,Lower body,Winnipeg/Atlanta
1015,D,"6'0""",195,Morrissey Josh,24,Injured,3.0,20.0,Upper body,Winnipeg/Atlanta
1016,D,"6'0""",196,Morrow Joe,26,Not Injured,,,,
1017,C,"5'10""",192,Motte Tyler,24,Injured,1.0,6.0,Upper body,Vancouver
1018,RW,"6'1""",194,Moy Tyler,23,Not Injured,,,,
1019,G,"6'1""",190,Mrazek Petr,27,Injured,1.0,9.0,Lower body,Carolina
1020,D,"6'3""",210,Mueller Mirco,24,Injured,1.0,11.0,Shoulder,New Jersey
1021,D,"6'4""",212,Murphy Connor,26,Injured,1.0,30.0,Back,Chicago
1022,D,"5'11""",185,Murphy Ryan,26,Not Injured,,,,
1023,D,"5'10""",181,Murphy Trevor,23,Not Injured,,,,
1024,G,"6'4""",178,Murray Matt,25,Injured,3.0,1.0,Concussion,Pittsburgh
1025,G,"6'4""",178,Murray Matt,25,Injured,3.0,9.0,Lower body,Pittsburgh
1026,G,"6'4""",178,Murray Matt,25,Injured,3.0,1.0,Upper body,Pittsburgh
1027,D,"6'1""",205,Murray Ryan,25,Injured,2.0,1.0,Lower body,Columbus
1028,D,"6'1""",205,Murray Ryan,25,Injured,2.0,24.0,Upper body,Columbus
1029,C,"6'3""",202,Musil Adam,22,Not Injured,,,,
1030,D,"6'3""",213,Muzzin Jake,30,Not Injured,,,,
1031,D,"6'5""",212,Myers Philippe,22,Not Injured,,,,
1032,D,"6'8""",229,Myers Tyler,29,Injured,1.0,2.0,Lower body,Winnipeg/Atlanta
1033,C,"6'0""",184,Namestnikov Vladislav,26,Injured,1.0,3.0,Concussion,NY Rangers
1034,RW,"6'4""",211,Nash Rick,35,Not Injured,,,,
1035,C,"6'1""",190,Nash Riley,30,Not Injured,,,,
1036,C,"6'2""",192,Nattinen Julius,22,Not Injured,,,,
1037,LW,"6'3""",212,Neal James,31,Injured,2.0,17.0,Lower body,Calgary
1038,LW,"6'3""",212,Neal James,31,Injured,2.0,1.0,Upper body,Calgary
1039,C,"6'2""",179,Necas Martin,20,Not Injured,,,,
1040,G,"6'0""",198,Nedeljkovic Alex,23,Not Injured,,,,
1041,C,"6'3""",212,Nelson Brock,27,Not Injured,,,,
1042,D,"6'1""",183,Nelson Casey,26,Injured,1.0,29.0,Upper body,Buffalo
1043,D,"6'3""",219,Nemeth Patrik,27,Injured,1.0,2.0,Upper body,Colorado
1044,D,"5'10""",187,Ness Aaron,29,Not Injured,,,,
1045,G,"6'1""",209,Neuvirth Michal,31,Injured,2.0,9.0,Groin,Philadelphia
1046,G,"6'1""",209,Neuvirth Michal,31,Injured,2.0,42.0,Lower body,Philadelphia
1047,RW,"6'4""",210,Nichushkin Valeri,24,Injured,3.0,2.0,Lower body,Dallas
1048,RW,"6'4""",210,Nichushkin Valeri,24,Injured,3.0,3.0,Lower body,Dallas
1049,RW,"6'4""",210,Nichushkin Valeri,24,Injured,3.0,3.0,Upper body,Dallas
1050,RW,"6'2""",218,Niederreiter Nino,26,Not Injured,,,,
1051,C,"6'1""",188,Nielsen Frans,35,Injured,1.0,5.0,Concussion,Detroit
1052,G,"6'2""",209,Niemi Antti,35,Not Injured,,,,
1053,LW,"5'11""",190,Nieto Matt,26,Injured,2.0,2.0,Lower body,Colorado
1054,LW,"5'11""",190,Nieto Matt,26,Injured,2.0,15.0,Lower body,Colorado
1055,C,"6'3""",210,Nieves Boo,25,Not Injured,,,,
1056,D,"6'1""",176,Niku Sami,22,Not Injured,,,,
1057,G,"6'6""",232,Nilsson Anders,29,Injured,1.0,11.0,Finger,Vancouver
1058,LW,"5'10""",180,Nilsson Jacob,25,Not Injured,,,,
1059,D,"6'1""",203,Niskanen Matt,32,Injured,1.0,2.0,Head,Washington
1060,RW,"6'1""",205,Noesen Stefan,26,Injured,3.0,23.0,Lower body,New Jersey
1061,RW,"6'1""",205,Noesen Stefan,26,Injured,3.0,1.0,Upper body,New Jersey
1062,RW,"6'1""",205,Noesen Stefan,26,Injured,3.0,4.0,Upper body,New Jersey
1063,D,"6'2""",191,Nogier Nelson,23,Not Injured,,,,
1064,C,"6'3""",219,Nolan Jordan,30,Not Injured,,,,
1065,C,"6'1""",194,Nordstrom Joakim,27,Injured,1.0,10.0,Leg,Boston
1066,D,"5'11""",192,Norell Robin,24,Not Injured,,,,
1067,LW,"6'3""",210,Nosek Tomas,26,Injured,1.0,1.0,Lower body,Vegas
1068,C,"6'0""",184,Nugent-Hopkins Ryan,26,Not Injured,,,,
1069,D,"6'4""",221,Nurse Darnell,24,Not Injured,,,,
1070,D,"6'1""",191,Nutivaara Markus,25,Not Injured,,,,
1071,D,"6'3""",190,Nyberg John,22,Not Injured,,,,
1072,LW,"6'1""",196,Nylander Alexander,21,Injured,1.0,2.0,Leg,Buffalo
1073,RW,"6'0""",191,Nylander William,23,Not Injured,,,,
1074,RW,"5'11""",184,Nyquist Gustav,29,Not Injured,,,,
1075,C,"6'2""",202,O'Brien Jim,30,Not Injured,,,,
1076,RW,"5'11""",180,O'Brien Zach,27,Not Injured,,,,
1077,RW,"6'0""",175,O'Connor Logan,22,Not Injured,,,,
1078,D,"6'4""",207,O'Gara Rob,25,Not Injured,,,,
1079,D,"6'1""",190,O'Neill Will,31,Not Injured,,,,
1080,C,"5'10""",185,O'Regan Danny,25,Not Injured,,,,
1081,C,"5'11""",192,O'Reilly Cal,32,Not Injured,,,,
1082,C,"6'1""",216,O'Reilly Ryan,28,Not Injured,,,,
1083,D,"6'0""",191,Oduya Johnny,37,Not Injured,,,,
1084,D,"6'0""",182,Oesterle Jordan,27,Injured,1.0,1.0,Upper body,Arizona/Phoenix
1085,RW,"6'0""",220,Okposo Kyle,31,Injured,1.0,4.0,Concussion,Buffalo
1086,D,"6'7""",255,Oleksiak Jamie,26,Injured,1.0,3.0,Concussion,Pittsburgh
1087,D,"6'0""",190,Oleksy Steve,33,Not Injured,,,,
1088,RW,"6'2""",209,Olivier Mathieu,22,Not Injured,,,,
1089,D,"6'3""",195,Olofsson Gustav,24,Not Injured,,,,
1090,RW,"5'11""",176,Olofsson Victor,23,Not Injured,,,,
1091,RW,"5'11""",168,Olson Kyle,20,Not Injured,,,,
1092,C,"5'11""",185,Olund Linus,22,Not Injured,,,,
1093,G,"6'1""",192,Opilka Luke,22,Not Injured,,,,
1094,D,"5'11""",212,Orlov Dmitry,27,Not Injured,,,,
1095,D,"6'3""",217,Orpik Brooks,38,Injured,1.0,27.0,Lower body,Washington
1096,RW,"5'11""",195,Oshie T.J.,32,Injured,1.0,11.0,Concussion,Washington
1097,D,"6'1""",185,Ouellet Xavier,25,Not Injured,,,,
1098,G,"6'2""",194,Ouellette Martin,27,Not Injured,,,,
1099,LW,"6'3""",235,Ovechkin Alex,33,Not Injured,,,,
1100,C,"6'0""",190,Overhardt Alex,22,Not Injured,,,,
1101,D,"6'2""",210,Ozhiganov Igor,26,Not Injured,,,,
1102,LW,"6'3""",206,Paajarvi Magnus,28,Injured,1.0,2.0,Upper body,Ottawa
1103,LW,"6'2""",206,Pacioretty Max,30,Injured,3.0,3.0,Leg,Vegas
1104,LW,"6'2""",206,Pacioretty Max,30,Injured,3.0,7.0,Lower body,Vegas
1105,LW,"6'2""",206,Pacioretty Max,30,Injured,3.0,4.0,Upper body,Vegas
1106,C,"5'10""",184,Pageau Jean-Gabriel,26,Injured,1.0,42.0,Achilles,Ottawa
1107,LW,"6'0""",188,Palat Ondrej,28,Injured,2.0,16.0,Lower body,Tampa Bay
1108,LW,"6'0""",188,Palat Ondrej,28,Injured,2.0,2.0,Upper body,Tampa Bay
1109,RW,"5'11""",185,Palmieri Kyle,28,Injured,3.0,3.0,Lower body,New Jersey
1110,RW,"5'11""",185,Palmieri Kyle,28,Injured,3.0,4.0,Lower body,New Jersey
1111,RW,"5'11""",185,Palmieri Kyle,28,Injured,3.0,1.0,Upper body,New Jersey
1112,LW,"5'7""",179,Palmu Petrus,21,Not Injured,,,,
1113,LW,"5'11""",168,Panarin Artemi,27,Injured,1.0,1.0,Lower body,Columbus
1114,RW,"6'1""",208,Panik Richard,28,Not Injured,,,,
1115,C,"6'1""",198,Paquette Cedric,25,Injured,1.0,1.0,Lower body,Tampa Bay
1116,D,"6'6""",230,Parayko Colton,26,Not Injured,,,,
1117,LW,"5'11""",193,Parise Zach,34,Injured,2.0,1.0,Foot,Minnesota
1118,LW,"5'11""",193,Parise Zach,34,Injured,2.0,4.0,Lower body,Minnesota
1119,G,"6'1""",185,Parsons Tyler,21,Not Injured,,,,
1120,G,"6'3""",215,Pasquale Edward,28,Not Injured,,,,
1121,RW,"6'0""",194,Pastrnak David,23,Injured,1.0,16.0,Thumb,Boston
1122,D,"6'3""",223,Pateryn Greg,29,Not Injured,,,,
1123,C,"6'2""",198,Patrick Nolan,20,Injured,4.0,1.0,Upper body,Philadelphia
1124,C,"6'2""",198,Patrick Nolan,20,Injured,4.0,2.0,Upper body,Philadelphia
1125,C,"6'2""",198,Patrick Nolan,20,Injured,4.0,3.0,Upper body,Philadelphia
1126,C,"6'2""",198,Patrick Nolan,20,Injured,4.0,4.0,Upper body,Philadelphia
1127,LW,"6'4""",230,Paul Nicholas,24,Not Injured,,,,
1128,G,"6'3""",212,Pavelec Ondrej,31,Not Injured,,,,
1129,C,"5'11""",190,Pavelski Joe,34,Injured,1.0,7.0,Lower body,San Jose
1130,RW,"5'11""",195,Payne Robbie,26,Not Injured,,,,
1131,LW,"6'1""",201,Pearson Tanner,26,Not Injured,,,,
1132,C,"5'9""",182,Peca Matthew,26,Not Injured,,,,
1133,D,"6'3""",205,Peeke Andrew,21,Not Injured,,,,
1134,RW,"6'0""",170,Pekar Matej,19,Not Injured,,,,
1135,D,"6'3""",218,Pelech Adam,24,Not Injured,,,,
1136,RW,"6'3""",235,Peluso Anthony,30,Not Injured,,,,
1137,LW,"6'3""",211,Perlini Brendan,23,Injured,1.0,3.0,Concussion,Chicago
1138,LW,"5'10""",188,Perreault Mathieu,31,Not Injured,,,,
1139,LW,"6'0""",200,Perron David,31,Injured,1.0,24.0,Concussion,St. Louis
1140,RW,"6'0""",166,Perron Francis,23,Not Injured,,,,
1141,RW,"6'3""",206,Perry Corey,34,Injured,1.0,51.0,Knee,Anaheim
1142,C,"6'1""",205,Persson Carl,24,Not Injured,,,,
1143,D,"6'3""",206,Pesce Brett,24,Injured,1.0,9.0,Lower body,Carolina
1144,LW,"5'9""",179,Petan Nic,24,Not Injured,,,,
1145,G,"6'1""",182,Petersen Cal,24,Not Injured,,,,
1146,D,"6'4""",216,Petrovic Alex,27,Injured,1.0,6.0,Concussion,Edmonton
1147,D,"6'3""",197,Petry Jeff,31,Not Injured,,,,
1148,C,"6'2""",176,Pettersson Elias,20,Injured,2.0,6.0,Concussion,Vancouver
1149,C,"6'2""",176,Pettersson Elias,20,Injured,2.0,5.0,Knee,Vancouver
1150,C,"6'2""",185,Pettersson Emil,25,Not Injured,,,,
1151,D,"6'3""",177,Pettersson Marcus,23,Not Injured,,,,
1152,D,"6'4""",222,Phaneuf Dion,34,Injured,1.0,7.0,Upper body,Los Angeles
1153,LW,"5'11""",185,Phelan James,22,Not Injured,,,,
1154,C,"5'7""",161,Phillips Matthew,21,Not Injured,,,,
1155,G,"6'1""",175,Phinney Colton,26,Not Injured,,,,
1156,RW,"6'0""",190,Piccinich J.J.,23,Not Injured,,,,
1157,G,"6'1""",207,Pickard Calvin,27,Not Injured,,,,
1158,LW,"5'11""",200,Pietila Blake,26,Not Injured,,,,
1159,D,"6'3""",210,Pietrangelo Alex,29,Injured,1.0,11.0,Hand,St. Louis
1160,D,"5'11""",191,Pilut Lawrence,23,Injured,1.0,3.0,Lower body,Buffalo
1161,D,"6'0""",186,Pionk Neal,23,Injured,3.0,1.0,Eye,NY Rangers
1162,D,"6'0""",186,Pionk Neal,23,Injured,3.0,1.0,Lower body,NY Rangers
1163,D,"6'0""",186,Pionk Neal,23,Injured,3.0,3.0,Lower body,NY Rangers
1164,C,"6'0""",186,Pirri Brandon,28,Injured,2.0,4.0,Lower body,Vegas
1165,C,"6'0""",186,Pirri Brandon,28,Injured,2.0,2.0,Neck,Vegas
1166,C,"5'9""",194,Pitlick Rem,22,Not Injured,,,,
1167,C,"6'2""",200,Pitlick Tyler,27,Injured,1.0,30.0,Wrist,Dallas
1168,C,"5'11""",193,Plekanec Tomas,36,Injured,1.0,10.0,Back,Montreal
1169,LW,"5'10""",187,Plouffe Derian,24,Not Injured,,,,
1170,LW,"6'2""",185,Poehling Ryan,20,Not Injured,,,,
1171,LW,"6'1""",198,Poganski Austin,23,Not Injured,,,,
1172,C,"5'10""",166,Point Brayden,23,Injured,1.0,1.0,Lower body,Tampa Bay
1173,D,"6'2""",240,Polak Roman,33,Not Injured,,,,
1174,RW,"6'0""",180,Pominville Jason,36,Not Injured,,,,
1175,LW,"6'2""",197,Pooley Scott,25,Not Injured,,,,
1176,D,"6'3""",210,Poolman Tucker,26,Not Injured,,,,
1177,LW,"6'0""",190,Porter Kevin,33,Not Injured,,,,
1178,C,"6'2""",195,Pospisil Kristian,23,Not Injured,,,,
1179,D,"6'3""",195,Postma Paul,30,Not Injured,,,,
1180,LW,"6'3""",200,Pouliot Benoit,32,Not Injured,,,,
1181,D,"6'0""",196,Pouliot Derrick,25,Not Injured,,,,
1182,G,"6'3""",215,Price Carey,31,Injured,1.0,3.0,Lower body,Montreal
1183,LW,"5'11""",193,Prince Shane,26,Not Injured,,,,
1184,D,"6'2""",201,Prosser Nate,33,Not Injured,,,,
1185,D,"6'3""",215,Prout Dalton,29,Not Injured,,,,
1186,D,"6'1""",201,Provorov Ivan,22,Not Injured,,,,
1187,D,"5'11""",180,Prow Ethan,26,Not Injured,,,,
1188,RW,"6'2""",191,Pu Cliff,21,Not Injured,,,,
1189,LW,"6'2""",168,Pucek Roman,19,Not Injured,,,,
1190,LW,"6'2""",204,Puempel Matthew,26,Not Injured,,,,
1191,RW,"6'4""",201,Puljujarvi Jesse,21,Injured,1.0,25.0,Hip,Edmonton
1192,D,"6'2""",217,Pulock Ryan,24,Not Injured,,,,
1193,C,"5'11""",185,Pyatt Tom,32,Not Injured,,,,
1194,D,"6'2""",192,Pyrochta Filip,23,Not Injured,,,,
1195,D,"6'1""",200,Pysyk Mark,27,Injured,1.0,6.0,Upper body,Florida
1196,C,"6'1""",195,Quenneville John,23,Injured,2.0,2.0,Upper body,New Jersey
1197,C,"6'1""",195,Quenneville John,23,Injured,2.0,4.0,Upper body,New Jersey
1198,G,"6'1""",216,Quick Jonathan,33,Injured,2.0,13.0,Knee,Los Angeles
1199,G,"6'1""",216,Quick Jonathan,33,Injured,2.0,5.0,Lower body,Los Angeles
1200,C,"6'0""",203,Quine Alan,26,Not Injured,,,,
1201,G,"6'0""",195,Raanta Antti,30,Injured,2.0,59.0,Knee,Arizona/Phoenix
1202,G,"6'0""",195,Raanta Antti,30,Injured,2.0,7.0,Lower body,Arizona/Phoenix
1203,G,"6'1""",186,Raaymakers Joseph,21,Not Injured,,,,
1204,RW,"6'2""",198,Raddysh Taylor,21,Not Injured,,,,
1205,LW,"6'4""",200,Radil Lukas,28,Injured,1.0,4.0,Lower body,San Jose
1206,LW,"6'1""",205,Radulov Alexander,33,Injured,2.0,4.0,Lower body,Dallas
1207,LW,"6'1""",205,Radulov Alexander,33,Injured,2.0,6.0,Lower body,Dallas
1208,D,"6'1""",191,Rafferty Brogan,24,Not Injured,,,,
1209,LW,"6'0""",200,Raffl Michael,30,Injured,1.0,14.0,Lower body,Philadelphia
1210,C,"6'1""",202,Rakell Rickard,26,Injured,1.0,13.0,Ankle,Anaheim
1211,RW,"6'1""",198,Randell Tyler,28,Not Injured,,,,
1212,RW,"6'4""",215,Rantanen Mikko,22,Not Injured,,,,
1213,G,"6'3""",176,Rask Tuukka,32,Injured,1.0,1.0,Concussion,Boston
1214,C,"6'2""",200,Rask Victor,26,Injured,2.0,20.0,Hand,Carolina
1215,C,"6'2""",200,Rask Victor,26,Injured,2.0,12.0,Lower body,Minnesota
1216,C,"6'6""",221,Rasmussen Michael,20,Injured,2.0,10.0,Hamstring,Detroit
1217,C,"6'6""",221,Rasmussen Michael,20,Injured,2.0,8.0,Upper body,Detroit
1218,RW,"6'0""",183,Rattie Ty,26,Injured,1.0,7.0,Mid-body,Edmonton
1219,C,"5'8""",178,Rau Kyle,26,Not Injured,,,,
1220,RW,"5'10""",185,Read Matt,33,Not Injured,,,,
1221,RW,"6'1""",225,Reaves Ryan,32,Not Injured,,,,
1222,G,"6'1""",200,Redmond Angus,23,Not Injured,,,,
1223,D,"6'2""",212,Redmond Zach,30,Not Injured,,,,
1224,D,"6'2""",201,Regula Alec,18,Not Injured,,,,
1225,D,"6'2""",193,Reilly Mike,25,Not Injured,,,,
1226,G,"6'2""",220,Reimer James,31,Injured,1.0,5.0,Lower body,Florida
1227,D,"6'4""",212,Reinhart Griffin,25,Not Injured,,,,
1228,RW,"6'1""",192,Reinhart Sam,23,Not Injured,,,,
1229,D,"5'11""",181,Reinke Mitch,23,Not Injured,,,,
1230,RW,"5'10""",165,Rempal Sheldon,23,Not Injured,,,,
1231,D,"6'2""",205,Renouf Dan,25,Not Injured,,,,
1232,C,"5'10""",176,Richard Anthony,22,Not Injured,,,,
1233,C,"6'0""",190,Richardson Brad,34,Injured,1.0,13.0,Upper body,Arizona/Phoenix
1234,RW,"5'11""",186,Rieder Tobias,26,Injured,1.0,13.0,Upper body,Edmonton
1235,D,"6'1""",221,Rielly Morgan,25,Not Injured,,,,
1236,D,"6'0""",189,Riikola Juuso,25,Not Injured,,,,
1237,LW,"5'10""",192,Rinaldo Zac,29,Injured,2.0,2.0,Lower body,Nashville
1238,LW,"5'10""",192,Rinaldo Zac,29,Injured,2.0,30.0,Shoulder,Nashville
1239,G,"6'5""",217,Rinne Pekka,36,Not Injured,,,,
1240,D,"6'4""",218,Ristolainen Rasmus,24,Not Injured,,,,
1241,RW,"6'4""",220,Ritchie Brett,26,Injured,4.0,1.0,Hand,Dallas
1242,RW,"6'4""",220,Ritchie Brett,26,Injured,4.0,2.0,Hand,Dallas
1243,RW,"6'4""",220,Ritchie Brett,26,Injured,4.0,1.0,Upper body,Dallas
1244,RW,"6'4""",220,Ritchie Brett,26,Injured,4.0,4.0,Upper body,Dallas
1245,LW,"6'2""",234,Ritchie Nick,23,Injured,3.0,2.0,Lower body,Anaheim
1246,LW,"6'2""",234,Ritchie Nick,23,Injured,3.0,4.0,Upper body,Anaheim
1247,LW,"6'2""",234,Ritchie Nick,23,Injured,3.0,6.0,Upper body,Anaheim
1248,G,"6'3""",206,Rittich David,26,Injured,1.0,2.0,Lower body,Calgary
1249,RW,"6'5""",235,Robinson Buddy,27,Not Injured,,,,
1250,LW,"6'2""",201,Robinson Eric,24,Not Injured,,,,
1251,G,"6'2""",176,Robson Mat,23,Not Injured,,,,
1252,G,"6'2""",169,Robson Matt,23,Not Injured,,,,
1253,RW,"6'2""",189,Rodewald Jack,25,Injured,1.0,4.0,Abdominal,Ottawa
1254,RW,"5'11""",185,Rodin Anton,28,Not Injured,,,,
1255,LW,"5'11""",182,Rodrigues Evan,25,Injured,1.0,2.0,Upper body,Buffalo
1256,C,"6'2""",190,Rooney Kevin,26,Not Injured,,,,
1257,D,"6'1""",195,Rosen Calle,25,Not Injured,,,,
1258,C,"6'1""",182,Roslovic Jack,22,Not Injured,,,,
1259,LW,"5'11""",199,Roussel Antoine,29,Injured,3.0,4.0,Concussion,Vancouver
1260,LW,"5'11""",199,Roussel Antoine,29,Injured,3.0,12.0,Knee,Vancouver
1261,LW,"5'11""",199,Roussel Antoine,29,Injured,3.0,1.0,Upper body,Vancouver
1262,RW,"6'2""",206,Rowney Carter,30,Injured,1.0,20.0,Upper body,Anaheim
1263,LW,"5'9""",170,Roy Kevin,26,Not Injured,,,,
1264,D,"6'1""",200,Roy Matt,24,Not Injured,,,,
1265,C,"6'4""",209,Roy Nicolas,22,Not Injured,,,,
1266,LW,"6'0""",189,Roykas Marthinsen Kristian,19,Not Injured,,,,
1267,D,"6'4""",215,Rubins Kristians,21,Not Injured,,,,
1268,D,"5'11""",191,Ruhwedel Chad,29,Injured,1.0,19.0,Upper body,Pittsburgh
